token,coingecko_id,current_price_usd,volume_24h_usd,market_cap_usd,label_source,evidence_type,evidence_detail_json,has_signal_evidence
ACN,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ACT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ADA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AGI,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AGT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AI,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AIN,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AIO,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AKT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ALGO,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ALICE,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ALL,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ALT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AMAT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AMD,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AMZN,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ANIME,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
APE,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
APEX,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ARB,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ARC,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ARIA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ARK,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ARM,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ASML,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ASTER,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ASTR,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ATA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ATH,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ATOM,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AUCTION,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AVA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AVAAI,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AVAX,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
AVGO,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
B,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BABY,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BADGER,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BAN,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BANANA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BANK,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BAT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BB,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BCH,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BEAM,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BEAMX,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BEAT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BEL,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BIO,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BIRB,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BLAST,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BMT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BNB,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BOB,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BOBA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BOBBOB,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BONK,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BRETT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BROCCOLI,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BROCCOLI714,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BROCCOLIF3B,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BTCDOM,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BTR,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BULLA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
BZ,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
C,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CC,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CFX,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CHILLGUY,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CHR,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CL,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CLANKER,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CLO,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CLOUD,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
COIN,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
COLLECT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
COOKIE,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
COPPER,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CORE,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
COS,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
COW,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CRO,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CRV,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CRWV,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CSCO,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
CYBER,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
D,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DAM,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DASH,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DBR,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DEEP,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DEGEN,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DODOX,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DOG,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DOGE,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DOGS,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DOT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
DYDX,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
EDEN,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
EPIC,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ERA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ESP,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ETH,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ETHBTC,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
EUR,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
EWH,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
EWJ,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
EWY,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
F,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FARTCOIN,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
"FARTCOIN,RAYDIUM,9BB6NFECJBCTNNLFKO2FQVQBQ8HHM13KCYYCDQBGPUMP",,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FF,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FIGHT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FIL,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FLOCK,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FLOKI,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FLOW,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FLUX,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FLY,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FORM,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FRAX,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FUTU,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
FXS,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
G,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GAS,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GE,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GIGA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GME,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GMT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GNO,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GOAT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GODS,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GOOGL,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GRASS,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GTC,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
GUA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
H,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
HANA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
HIGH,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
HIVE,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
HOLO,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
HPOS,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
HPOS10I,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
HYPE,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
HYPER,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
IBM,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
ID,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
IN,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
INDA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
INIT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
INTC,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
INX,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
IOTX,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
IWM,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
JCT,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
JD,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
JELLY,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
JOE,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
JUP,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
KAIA,,,,,conservative_keyword_fallback,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",false
