token,coingecko_id,rwa_label,rwa_category,protocol,confidence,evidence_type,evidence_detail_json,label_source,labeled_at
ACU,acurast,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
ACX,across-protocol,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
ADA,cardano,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
AERGO,aergo,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
AERO,aerodrome-finance,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
AEVO,aevo-exchange,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
AGLD,adventure-gold,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
AI16Z,ai16z,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
AIA,aia,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
AIOT,okzoo,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
AIOZ,aioz-network,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
AIXBT,aixbt,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
AKE,akedo,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
ALCH,alchemist-ai,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
ALLO,allora,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
ALPINE,alpine-f1-team-fan-token,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
ANKR,ankr,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
API3,api3,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
APR,apriori,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
APT,aptos,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
AR,arweave,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
ARB,arbitrum,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
ARKM,arkham,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
ARPA,arpa,non_rwa,,,0.88,not_in_broad_rwa_universe,"{""broad_rwa_universe_fetched_at"": ""2026-04-16T08:07:32.790596+00:00"", ""categories_checked"": [{""category_id"": ""real-world-assets-rwa"", ""matched_name"": ""Real World Assets (RWA)"", ""requested_name"": ""Real World Assets (RWA)""}, {""category_id"": ""rwa-protocol"", ""matched_name"": ""RWA Protocol"", ""requested_name"": ""RWA Protocol""}, {""category_id"": ""tokenized-products"", ""matched_name"": ""Tokenized Assets"", ""requested_name"": ""Tokenized Assets""}]}",coingecko_rwa_universe_gate,2026-04-17T07:43:24.479792+00:00
