token,venue_count,venues,earliest_listing_time_utc,earliest_listing_time_sgt,listing_age_days,coingecko_id,current_price_usd,price_change_24h_pct,volume_24h_usd,market_cap_usd,match_status
ACX,3,"Binance, Bitget, Bybit",2024-12-06T09:55:41+00:00,2024-12-06 17:55:41 SGT,494.9,across-protocol,0.04337117,0.891584483509,3218500.870940648019,30568215.484266091138,matched_exact_symbol_unique
ADA,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394,,,,,,unmatched_ambiguous_symbol_candidates
AERGO,3,"Binance, Bitget, Bybit",2023-11-16T10:07:26+00:00,2023-11-16 18:07:26 SGT,880.9,aergo,0.054316,-0.746178105051,3442971.049619024619,25638075.109352666885,matched_exact_symbol_unique
AERO,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2024-07-15T09:05:08+00:00,2024-07-15 17:05:08 SGT,639,aerodrome-finance,0.367396,-2.626098701715,14818370.120491925627,337666871.054520308971,matched_exact_symbol_unique
AEVO,5,"Binance, Bitget, Bybit, dYdX, OKX",2024-03-13T10:25:20+00:00,2024-03-13 18:25:20 SGT,762.9,aevo-exchange,0.02328712,1.797857403211,5490224.475502262823,21341149.488089606166,matched_exact_symbol_unique
AGI,1,Bybit,2023-11-17T08:27:44+00:00,2023-11-17 16:27:44 SGT,880,,,,,,unmatched_ambiguous_symbol_candidates
AGLD,4,"Binance, Bitget, Bybit, OKX",2021-09-07T09:57:30+00:00,2021-09-07 17:57:30 SGT,1680.9,adventure-gold,0.254781,1.501436613969,5121605.918348908424,22277446.705295156687,matched_exact_symbol_unique
AGT,1,Binance,2025-05-20T10:30:00+00:00,2025-05-20 18:30:00 SGT,329.9,,,,,,unmatched_ambiguous_symbol_candidates
AI,3,"Binance, Bitget, Hyperliquid",2024-01-08T12:30:00+00:00,2024-01-08 20:30:00 SGT,827.8,,,,,,unmatched_ambiguous_symbol_candidates
AI16Z,1,Hyperliquid,,,,ai16z,0.00051883,-3.378694543387,7966.169010532035,570779.909291206859,matched_exact_symbol_unique
AIA,1,Binance,2026-01-20T11:15:00+00:00,2026-01-20 19:15:00 SGT,84.9,aia,0.097418,-10.847056520088,13500202.647443236783,9683236.547744244337,matched_exact_symbol_unique
AIN,2,"Binance, Bitget",2025-07-10T10:45:00+00:00,2025-07-10 18:45:00 SGT,278.9,,,,,,unmatched_ambiguous_symbol_candidates
AIO,3,"Binance, Bitget, Bybit",2025-08-13T11:30:00+00:00,2025-08-13 19:30:00 SGT,244.9,,,,,,unmatched_ambiguous_symbol_candidates
AIOT,1,Binance,2025-04-30T12:30:00+00:00,2025-04-30 20:30:00 SGT,349.8,okzoo,0.059856,0.997410670042,4736654.333853879943,15785372.378459600732,matched_exact_symbol_unique
AIOZ,1,Bybit,2024-06-13T08:16:01+00:00,2024-06-13 16:16:01 SGT,671,aioz-network,0.056506,-1.166817757361,3009410.644316208549,70350536.436380535364,matched_exact_symbol_unique
AIXBT,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2024-12-20T08:38:27+00:00,2024-12-20 16:38:27 SGT,481,aixbt,0.02384758,-2.178945399533,11253895.376874260604,23701078.589075915515,matched_exact_symbol_unique
AKE,2,"Binance, Bybit",2025-09-26T12:30:00+00:00,2025-09-26 20:30:00 SGT,200.8,akedo,0.00087977,10.357272792193,4887388.321375275031,20056689.817769486457,matched_exact_symbol_unique
AKT,4,"Binance, Bitget, Bybit, dYdX",2024-06-26T08:56:10+00:00,2024-06-26 16:56:10 SGT,658,,,,,,unmatched_ambiguous_symbol_candidates
ALCH,3,"Binance, Bitget, Bybit",2025-01-07T07:32:11+00:00,2025-01-07 15:32:11 SGT,463,alchemist-ai,0.066944,3.551521540787,8807122.264430629089,56902152.388970017433,matched_exact_symbol_unique
ALGO,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394,,,,,,unmatched_ambiguous_symbol_candidates
ALICE,3,"Binance, Bitget, Bybit",2021-03-15T07:00:00+00:00,2021-03-15 15:00:00 SGT,1857.1,,,,,,unmatched_ambiguous_symbol_candidates
ALL,1,Binance,2025-08-06T09:00:00+00:00,2025-08-06 17:00:00 SGT,252,,,,,,unmatched_ambiguous_symbol_candidates
ALLO,4,"Binance, Bitget, Bybit, OKX",2025-11-11T14:00:00+00:00,2025-11-11 22:00:00 SGT,154.8,allora,0.106978,-5.961156131276,6915763.326903541572,24117233.125994309783,matched_exact_symbol_unique
ALPINE,2,"Binance, Bybit",2025-05-06T09:45:00+00:00,2025-05-06 17:45:00 SGT,344,alpine-f1-team-fan-token,0.417271,0.387845995922,6772979.013415094465,4736922.6508096857,matched_exact_symbol_unique
ALT,4,"Binance, Bitget, Bybit, Hyperliquid",2024-01-25T11:17:39+00:00,2024-01-25 19:17:39 SGT,810.9,,,,,,unmatched_ambiguous_symbol_candidates
AMD,1,OKX,2026-03-11T10:00:00+00:00,2026-03-11 18:00:00 SGT,34.9,,,,,,unmatched_no_symbol_candidate
AMZN,3,"Binance, Bitget, OKX",2026-02-09T14:40:00+00:00,2026-02-09 22:40:00 SGT,64.7,,,,,,unmatched_no_symbol_candidate
ANIME,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2025-01-23T14:20:24+00:00,2025-01-23 22:20:24 SGT,446.8,,,,,,unmatched_ambiguous_symbol_candidates
ANKR,3,"Binance, Bitget, Bybit",2021-01-25T07:00:00+00:00,2021-01-25 15:00:00 SGT,1906.1,ankr,0.00508181,-1.858729401728,22028119.442103013396,50789985.751010581851,matched_exact_symbol_unique
APE,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2022-03-17T07:00:00+00:00,2022-03-17 15:00:00 SGT,1490.1,,,,,,unmatched_ambiguous_symbol_candidates
APEX,2,"Bybit, Hyperliquid",2025-09-28T08:18:13+00:00,2025-09-28 16:18:13 SGT,199,,,,,,unmatched_ambiguous_symbol_candidates
API3,4,"Binance, Bitget, Bybit, OKX",2022-02-21T07:00:00+00:00,2022-02-21 15:00:00 SGT,1514.1,api3,0.284999,0.43301962582,4865773.981818462722,40722167.088920883834,matched_exact_symbol_unique
APP,1,Bitget,,,,moon-app,0.00004875,,9.636203742295,96818.26503599131,matched_exact_symbol_unique
APR,4,"Binance, Bitget, Bybit, OKX",2025-10-23T10:30:00+00:00,2025-10-23 18:30:00 SGT,173.9,apriori,0.262261,19.915901601293,60552574.992039263248,56790934.60688520968,matched_exact_symbol_unique
APT,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2022-10-18T07:00:00+00:00,2022-10-18 15:00:00 SGT,1275.1,aptos,0.862729,-0.201054622571,50906944.255401745439,695587034.075954556465,matched_exact_symbol_unique
AR,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2021-09-28T07:00:00+00:00,2021-09-28 15:00:00 SGT,1660.1,arweave,1.77,0.799011003671,15055572.999543260783,116395679.956731826067,matched_exact_symbol_unique
ARB,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2023-03-23T07:00:00+00:00,2023-03-23 15:00:00 SGT,1119.1,,,,,,unmatched_ambiguous_symbol_candidates
ARC,3,"Binance, Bitget, Bybit",2025-01-03T08:16:18+00:00,2025-01-03 16:16:18 SGT,467,,,,,,unmatched_ambiguous_symbol_candidates
ARIA,3,"Binance, Bitget, Bybit",2025-09-03T11:00:00+00:00,2025-09-03 19:00:00 SGT,223.9,,,,,,unmatched_ambiguous_symbol_candidates
ARK,4,"Binance, Bitget, Bybit, Hyperliquid",2023-08-01T05:55:17+00:00,2023-08-01 13:55:17 SGT,988.1,,,,,,unmatched_ambiguous_symbol_candidates
ARKM,5,"Binance, Bitget, Bybit, dYdX, OKX",2023-07-28T01:41:11+00:00,2023-07-28 09:41:11 SGT,992.3,arkham,0.101905,0.93664188597,15200863.509718200192,61587383.680939942598,matched_exact_symbol_unique
ARM,1,Bitget,,,,,,,,,unmatched_no_symbol_candidate
ARPA,3,"Binance, Bitget, Bybit",2021-10-18T07:00:00+00:00,2021-10-18 15:00:00 SGT,1640.1,arpa,0.00934412,0.446752510723,3476461.194595901296,9179446.234093215317,matched_exact_symbol_unique
ASML,1,Bitget,,,,,,,,,unmatched_no_symbol_candidate
ASP,1,Bybit,2025-07-24T12:13:05+00:00,2025-07-24 20:13:05 SGT,264.8,aspecta,0.02808671,-0.648671149115,1702409.528036004864,8604927.227606255561,matched_exact_symbol_unique
ASR,3,"Binance, Bitget, Bybit",2025-05-06T09:30:00+00:00,2025-05-06 17:30:00 SGT,344,as-roma-fan-token,1.27,1.637707611217,8065755.097931956872,10719005.872309945524,matched_exact_symbol_unique
ASTER,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2025-09-19T07:46:33+00:00,2025-09-19 15:46:33 SGT,208,,,,,,unmatched_ambiguous_symbol_candidates
ASTR,4,"Binance, Bitget, Bybit, dYdX",2022-04-04T03:48:42+00:00,2022-04-04 11:48:42 SGT,1472.2,,,,,,unmatched_ambiguous_symbol_candidates
AT,4,"Binance, Bitget, Bybit, OKX",2025-10-29T11:30:00+00:00,2025-10-29 19:30:00 SGT,167.9,apro,0.172593,1.45992778148,5666706.073895205744,39734363.265882529318,matched_exact_symbol_unique
ATA,2,"Binance, Bitget",2021-08-30T07:00:00+00:00,2021-08-30 15:00:00 SGT,1689.1,,,,,,unmatched_ambiguous_symbol_candidates
ATH,5,"Binance, Bitget, Bybit, dYdX, OKX",2024-06-13T03:55:00+00:00,2024-06-13 11:55:00 SGT,671.2,,,,,,unmatched_ambiguous_symbol_candidates
ATOM,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394,,,,,,unmatched_ambiguous_symbol_candidates
AUCTION,4,"Binance, Bitget, Bybit, OKX",2023-07-28T06:34:30+00:00,2023-07-28 14:34:30 SGT,992.1,,,,,,unmatched_ambiguous_symbol_candidates
AVA,3,"Binance, Bitget, Bybit",2024-12-13T13:00:00+00:00,2024-12-13 21:00:00 SGT,487.8,,,,,,unmatched_ambiguous_symbol_candidates
AVAAI,2,"Binance, Bybit",2025-01-08T08:32:06+00:00,2025-01-08 16:32:06 SGT,462,,,,,,unmatched_no_symbol_candidate
AVAX,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394,,,,,,unmatched_ambiguous_symbol_candidates
AVGO,1,Bitget,,,,,,,,,unmatched_no_symbol_candidate
AVNT,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2025-09-09T14:05:37+00:00,2025-09-09 22:05:37 SGT,217.8,avantis,0.130979,-1.337423126402,15613478.087389670312,41895342.388996139169,matched_exact_symbol_unique
AWE,3,"Binance, Bitget, Bybit",2025-05-21T08:00:00+00:00,2025-05-21 16:00:00 SGT,329,stp-network,0.052549,0.964400496413,4585492.970569224097,102066656.054371058941,matched_exact_symbol_unique
AXL,4,"Binance, Bitget, Bybit, dYdX",2023-12-07T09:32:30+00:00,2023-12-07 17:32:30 SGT,860,axelar,0.04638783,0.57079148397,13650640.1776406914,53481610.785875119269,matched_exact_symbol_unique
AXS,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394,axie-infinity,1.11,-0.617665404354,20972430.080734014511,188864334.814117699862,matched_exact_symbol_unique
AZTEC,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2026-02-11T04:30:00+00:00,2026-02-11 12:30:00 SGT,63.2,aztec,0.02176241,2.859655002873,12881067.413975598291,64440580.799753092229,matched_exact_symbol_unique
B,3,"Binance, Bitget, Bybit",2025-05-22T16:30:00+00:00,2025-05-23 00:30:00 SGT,327.7,,,,,,unmatched_ambiguous_symbol_candidates
B2,3,"Binance, Bitget, Bybit",2025-05-06T13:30:00+00:00,2025-05-06 21:30:00 SGT,343.8,bsquared-network,0.682869,-2.247222395878,6135059.839406816289,28356683.197804890573,matched_exact_symbol_unique
B3,3,"Binance, Bitget, Bybit",2025-02-12T10:16:21+00:00,2025-02-12 18:16:21 SGT,426.9,b3,0.00030278,-4.026325501003,1210242.170400011819,28420425.059253599495,matched_exact_symbol_unique
BA,1,Bitget,,,,,,,,,unmatched_no_symbol_candidate
BABA,1,Bitget,,,,baba,0.00001799,-3.755112398858,35.975631456887,17985.216990008412,matched_exact_symbol_unique
BABY,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2025-04-03T09:34:35+00:00,2025-04-03 17:34:35 SGT,377,,,,,,unmatched_ambiguous_symbol_candidates
BADGER,1,Hyperliquid,,,,,,,,,unmatched_ambiguous_symbol_candidates
BAN,3,"Binance, Bitget, Bybit",2024-11-18T08:39:50+00:00,2024-11-18 16:39:50 SGT,513,,,,,,unmatched_ambiguous_symbol_candidates
BANANA,4,"Binance, Bitget, Bybit, Hyperliquid",2024-07-19T10:49:43+00:00,2024-07-19 18:49:43 SGT,634.9,,,,,,unmatched_ambiguous_symbol_candidates
BANANAS31,3,"Binance, Bitget, Bybit",2025-03-22T09:15:00+00:00,2025-03-22 17:15:00 SGT,389,banana-for-scale-2,0.01018695,-5.532271409552,12678188.265120130032,101869467.584768697619,matched_exact_symbol_unique
BAND,4,"Binance, Bitget, Bybit, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394,band-protocol,0.206441,-0.428150164733,4138000.064425219782,35963260.116751037538,matched_exact_symbol_unique
BANK,3,"Binance, Bitget, Bybit",2025-04-18T18:30:00+00:00,2025-04-19 02:30:00 SGT,361.6,,,,,,unmatched_ambiguous_symbol_candidates
BARD,4,"Binance, Bitget, Bybit, OKX",2025-09-16T09:48:57+00:00,2025-09-16 17:48:57 SGT,210.9,lombard-protocol,0.301383,-9.833721031527,290539957.114864230156,90722029.67077088356,matched_exact_symbol_unique
BAS,2,"Binance, Bitget",2025-08-26T13:30:00+00:00,2025-08-26 21:30:00 SGT,231.8,bas,0.00718633,4.655979383491,4477771.132393258624,17959353.281495533884,matched_exact_symbol_unique
BASED,4,"Binance, Bitget, Bybit, OKX",2026-03-30T08:23:42+00:00,2026-03-30 16:23:42 SGT,16,based-one,0.076315,19.377673065984,188310941.15991961956,17950692.692987959832,matched_override_map
BAT,4,"Binance, Bitget, Bybit, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394,,,,,,unmatched_ambiguous_symbol_candidates
BB,3,"Binance, Bitget, Bybit",2024-05-13T12:30:00+00:00,2024-05-13 20:30:00 SGT,701.8,,,,,,unmatched_ambiguous_symbol_candidates
BCH,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2018-01-01T00:00:00+00:00,2018-01-01 08:00:00 SGT,3026.4,,,,,,unmatched_ambiguous_symbol_candidates
BEAM,3,"Bitget, Bybit, dYdX",2023-11-14T09:48:16+00:00,2023-11-14 17:48:16 SGT,882.9,,,,,,unmatched_ambiguous_symbol_candidates
BEAMX,1,Binance,2023-11-17T13:30:00+00:00,2023-11-17 21:30:00 SGT,879.8,,,,,,unmatched_no_symbol_candidate
BEAT,4,"Binance, Bitget, Bybit, OKX",2025-11-12T12:15:00+00:00,2025-11-12 20:15:00 SGT,153.8,,,,,,unmatched_ambiguous_symbol_candidates
BEL,3,"Binance, Bitget, Bybit",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394,,,,,,unmatched_ambiguous_symbol_candidates
BERA,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2025-02-06T13:16:28+00:00,2025-02-06 21:16:28 SGT,432.8,berachain-bera,0.394468,-4.112474857355,15915691.376241946593,96691899.347730442882,matched_exact_symbol_unique
BGB,1,Bitget,,,,bitget-token,1.9,-0.42739506518,20551388.949965234846,1332692026.300438165665,matched_exact_symbol_unique
BICO,4,"Binance, Bitget, Bybit, OKX",2021-12-02T11:40:17+00:00,2021-12-02 19:40:17 SGT,1594.9,biconomy,0.0209768,-0.963387067332,2699477.011506986804,15232478.282829048112,matched_exact_symbol_unique
BIGTIME,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2023-10-12T08:35:45+00:00,2023-10-12 16:35:45 SGT,916,big-time,0.01294575,2.279362299494,8855116.749697644264,24707905.710092864931,matched_exact_symbol_unique
BIO,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2024-12-24T09:54:54+00:00,2024-12-24 17:54:54 SGT,476.9,,,,,,unmatched_ambiguous_symbol_candidates
BIRB,3,"Binance, Bitget, Bybit",2026-01-28T11:12:45+00:00,2026-01-28 19:12:45 SGT,76.9,,,,,,unmatched_ambiguous_symbol_candidates
BLAST,3,"Bybit, dYdX, Hyperliquid",2024-06-27T09:25:10+00:00,2024-06-27 17:25:10 SGT,657,,,,,,unmatched_ambiguous_symbol_candidates
BLESS,3,"Binance, Bitget, Bybit",2025-09-23T09:30:00+00:00,2025-09-23 17:30:00 SGT,204,bless-2,0.0303236,79.775887044257,46422836.794915668666,55861921.049354404211,matched_exact_symbol_unique
BLUAI,2,"Binance, Bybit",2025-10-21T11:30:00+00:00,2025-10-21 19:30:00 SGT,175.9,bluwhale,0.00911029,1.681053854832,2430485.975522045512,11200268.314746348187,matched_exact_symbol_unique
BLUR,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2023-02-15T02:33:07+00:00,2023-02-15 10:33:07 SGT,1155.3,blur,0.02046388,-4.09485157459,15376534.525040293112,56831269.749478407204,matched_exact_symbol_unique
BLZ,1,Hyperliquid,,,,bluzelle,0.00899418,-4.780596946212,210914.017829381221,4231393.234851072542,matched_exact_symbol_unique
BMT,2,"Binance, Bybit",2025-03-13T07:58:44+00:00,2025-03-13 15:58:44 SGT,398,,,,,,unmatched_ambiguous_symbol_candidates
BNB,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394,,,,,,unmatched_ambiguous_symbol_candidates
BNT,4,"Binance, Bitget, Bybit, Hyperliquid",2023-08-07T05:18:53+00:00,2023-08-07 13:18:53 SGT,982.1,bancor,0.301147,-1.89483558418,136020.706812382705,32814404.118332698941,matched_exact_symbol_unique
BOB,2,"Binance, Bitget",2025-11-21T10:45:00+00:00,2025-11-21 18:45:00 SGT,144.9,,,,,,unmatched_ambiguous_symbol_candidates
BOBA,1,Bybit,2022-04-06T07:56:01+00:00,2022-04-06 15:56:01 SGT,1470,,,,,,unmatched_ambiguous_symbol_candidates
BOBBOB,1,Bybit,2025-11-24T08:29:08+00:00,2025-11-24 16:29:08 SGT,142,,,,,,unmatched_no_symbol_candidate
BOME,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2024-03-15T08:52:25+00:00,2024-03-15 16:52:25 SGT,761,book-of-meme,0.00041482,-1.330167223042,11027868.645984675735,28622267.65497187525,matched_exact_symbol_unique
BONK,2,"dYdX, OKX",2024-01-08T06:26:57+00:00,2024-01-08 14:26:57 SGT,828.1,,,,,,unmatched_ambiguous_symbol_candidates
BR,3,"Binance, Bitget, Bybit",2025-03-20T13:19:48+00:00,2025-03-20 21:19:48 SGT,390.8,bedrock-token,0.171009,37.568654075588,20071491.062184818089,43313671.806785620749,matched_exact_symbol_unique
BRETT,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2024-04-26T08:17:24+00:00,2024-04-26 16:17:24 SGT,719,,,,,,unmatched_ambiguous_symbol_candidates
BREV,4,"Binance, Bitget, Bybit, OKX",2025-12-30T10:45:00+00:00,2025-12-30 18:45:00 SGT,105.9,brevis,0.122411,0.401144157609,10525267.911122469231,30610624.981701198965,matched_exact_symbol_unique
BROCCOLI,2,"Bitget, Bybit",2025-02-14T12:11:51+00:00,2025-02-14 20:11:51 SGT,424.8,,,,,,unmatched_ambiguous_symbol_candidates
BROCCOLI714,1,Binance,2025-03-21T09:00:00+00:00,2025-03-21 17:00:00 SGT,390,,,,,,unmatched_no_symbol_candidate
BROCCOLIF3B,1,Binance,2025-03-21T09:15:00+00:00,2025-03-21 17:15:00 SGT,390,,,,,,unmatched_no_symbol_candidate
BSB,4,"Binance, Bitget, Bybit, OKX",2026-03-25T11:45:00+00:00,2026-03-25 19:45:00 SGT,20.9,block-street,0.228634,-7.622814513857,17614078.563048519194,49345883.914938211441,matched_override_map
BSU,1,Bybit,2025-08-27T10:30:53+00:00,2025-08-27 18:30:53 SGT,230.9,baby-shark-universe,0.04180415,-8.551813500003,409090.689985881618,7022991.686027830467,matched_exact_symbol_unique
BSV,4,"Binance, Bitget, Bybit, Hyperliquid",2021-12-10T03:08:28+00:00,2021-12-10 11:08:28 SGT,1587.2,bitcoin-cash-sv,15.29,-2.111296733129,8643846.126800538972,306140132.969816207886,matched_exact_symbol_unique
BTC,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2018-08-28T02:43:23+00:00,2018-08-28 10:43:23 SGT,2787.2,bitcoin,74069,-1.03000769044,53203409226.90111541748,1481089871016.16015625,matched_override_map
