venue,symbol_raw,base_token,quote_asset,last_price,price_change_24h_pct,volume_24h_base,volume_24h_quote,turnover_24h_usd,open_interest,fetch_status,snapshot_time,data_freshness,source_error
binance,CHILLGUYUSDT,CHILLGUY,USDT,0.0139700,6.658,1412697604,20950703.5754960,20950703.5754960,,success,2026-04-14T07:38:19+00:00,fresh,
binance,CHRUSDT,CHR,USDT,0.0183,7.018,290905497,5271328.6814,5271328.6814,,success,2026-04-14T07:38:23+00:00,fresh,
binance,CHZUSDT,CHZ,USDT,0.03664,1.665,376147859,13713976.54591,13713976.54591,,success,2026-04-14T07:38:25+00:00,fresh,
binance,CKBUSDT,CKB,USDT,0.0014840,-0.067,1133299058,1682518.8238940,1682518.8238940,,success,2026-04-14T07:38:16+00:00,fresh,
binance,CLUSDT,CL,USDT,92.84000,-5.670,11239604.34,1070815042.28640,1070815042.28640,,success,2026-04-14T07:38:25+00:00,fresh,
binance,CLANKERUSDT,CLANKER,USDT,28.21000,8.877,66017.29,1823797.38040,1823797.38040,,success,2026-04-14T07:37:47+00:00,fresh,
binance,CLOUSDT,CLO,USDT,0.0804000,-7.181,50921896,3990740.4150100,3990740.4150100,,success,2026-04-14T07:38:25+00:00,fresh,
binance,COAIUSDT,COAI,USDT,0.4626000,55.287,171896815,80772759.5348000,80772759.5348000,,success,2026-04-14T07:38:25+00:00,fresh,
binance,COINUSDT,COIN,USDT,177.57000,8.486,116649.12,19943356.20470,19943356.20470,,success,2026-04-14T07:38:22+00:00,fresh,
binance,COLLECTUSDT,COLLECT,USDT,0.0351400,2.688,100592244,3674034.8847600,3674034.8847600,,success,2026-04-14T07:38:23+00:00,fresh,
binance,COMPUSDT,COMP,USDT,20.97,3.199,389688.697,8071534.96,8071534.96,,success,2026-04-14T07:38:17+00:00,fresh,
binance,COOKIEUSDT,COOKIE,USDT,0.0157000,1.095,70558009,1107425.7255200,1107425.7255200,,success,2026-04-14T07:38:11+00:00,fresh,
binance,COPPERUSDT,COPPER,USDT,6.08600,3.030,691607.4,4157064.54540,4157064.54540,,success,2026-04-14T07:36:50+00:00,fresh,
binance,COSUSDT,COS,USDT,0.0012370,0.980,1195258146,1461144.1943310,1461144.1943310,,success,2026-04-14T07:38:15+00:00,fresh,
binance,COTIUSDT,COTI,USDT,0.01362,1.946,84065957,1133324.74743,1133324.74743,,success,2026-04-14T07:38:15+00:00,fresh,
binance,COWUSDT,COW,USDT,0.2234000,6.128,5257853,1140749.7145000,1140749.7145000,,success,2026-04-14T07:38:00+00:00,fresh,
binance,CRCLUSDT,CRCL,USDT,101.19000,17.594,1150544.91,109066737.86150,109066737.86150,,success,2026-04-14T07:38:21+00:00,fresh,
binance,CROSSUSDT,CROSS,USDT,0.0731000,7.012,51639058,3574483.9439900,3574483.9439900,,success,2026-04-14T07:38:23+00:00,fresh,
binance,CRVUSDC,CRV,USDC,0.2175000,4.117,36087373.0,7735017.0722700,7735017.0722700,,success,2026-04-14T07:38:02+00:00,fresh,
binance,CRVUSDT,CRV,USDT,0.217,4.327,220546571.1,47063191.613,47063191.613,,success,2026-04-14T07:38:17+00:00,fresh,
binance,CTKUSDT,CTK,USDT,0.1723000,0.116,2574796,439329.1226000,439329.1226000,,success,2026-04-14T07:37:11+00:00,fresh,
binance,CTSIUSDT,CTSI,USDT,0.0304,-1.935,313551034,9904925.6941,9904925.6941,,success,2026-04-14T07:38:27+00:00,fresh,
binance,CVCUSDT,CVC,USDT,0.0302400,2.857,20404395,605588.7954700,605588.7954700,,success,2026-04-14T07:38:08+00:00,fresh,
binance,CVXUSDT,CVX,USDT,1.812000,6.027,654764.6,1154893.044200,1154893.044200,,success,2026-04-14T07:38:11+00:00,fresh,
binance,CYBERUSDT,CYBER,USDT,0.508800,3.689,3023585.1,1527664.715370,1527664.715370,,success,2026-04-14T07:38:25+00:00,fresh,
binance,CYSUSDT,CYS,USDT,0.3055000,18.228,51197800,14118509.0897000,14118509.0897000,,success,2026-04-14T07:38:25+00:00,fresh,
binance,DUSDT,D,USDT,0.0088550,2.714,1429442857,13056680.2350860,13056680.2350860,,success,2026-04-14T07:38:23+00:00,fresh,
binance,DAMUSDT,DAM,USDT,0.0527800,-12.601,34352936,1955808.1289900,1955808.1289900,,success,2026-04-14T07:38:08+00:00,fresh,
binance,DASHUSDT,DASH,USDT,40.11,-3.279,1598039.152,65453180.84,65453180.84,,success,2026-04-14T07:38:21+00:00,fresh,
binance,DEEPUSDT,DEEP,USDT,0.0287100,4.552,36684431,1034744.0449500,1034744.0449500,,success,2026-04-14T07:37:59+00:00,fresh,
binance,DEGENUSDT,DEGEN,USDT,0.0007313,0.980,763512835,554590.7511952,554590.7511952,,success,2026-04-14T07:38:20+00:00,fresh,
binance,DEGOUSDT,DEGO,USDT,0.2766000,1.207,11620912.3,3209923.7306000,3209923.7306000,,success,2026-04-14T07:38:09+00:00,fresh,
binance,DENTUSDT,DENT,USDT,0.000158,3.268,9956117558,1564412.873476,1564412.873476,,success,2026-04-14T07:38:21+00:00,fresh,
binance,DEXEUSDT,DEXE,USDT,9.970000,0.383,885890.42,8812331.088210,8812331.088210,,success,2026-04-14T07:38:20+00:00,fresh,
binance,DIAUSDT,DIA,USDT,0.1769000,0.626,4233213,749167.2237000,749167.2237000,,success,2026-04-14T07:38:09+00:00,fresh,
binance,DODOXUSDT,DODOX,USDT,0.0154230,3.593,30081020,459336.3961150,459336.3961150,,success,2026-04-14T07:38:13+00:00,fresh,
binance,DOGEUSDC,DOGE,USDC,0.093460,2.636,460366748,42627137.214510,42627137.214510,,success,2026-04-14T07:38:21+00:00,fresh,
binance,DOGEUSDT,DOGE,USDT,0.093420,2.603,6520615502,603832052.893910,603832052.893910,,success,2026-04-14T07:38:26+00:00,fresh,
binance,DOGSUSDT,DOGS,USDT,0.0000290,6.618,77625040038,2211432.0965862,2211432.0965862,,success,2026-04-14T07:37:58+00:00,fresh,
binance,DOLOUSDT,DOLO,USDT,0.0328200,3.305,48722653,1563167.4952600,1563167.4952600,,success,2026-04-14T07:38:26+00:00,fresh,
binance,DOODUSDT,DOOD,USDT,0.0030520,4.199,986645309,2997338.0180630,2997338.0180630,,success,2026-04-14T07:38:07+00:00,fresh,
binance,DOTUSDT,DOT,USDT,1.186,0.084,129737074.2,153864482.101,153864482.101,,success,2026-04-14T07:38:26+00:00,fresh,
