token,venue_count,venues,earliest_listing_time_utc,earliest_listing_time_sgt,listing_age_days,coingecko_id,current_price_usd,price_change_24h_pct,volume_24h_usd,market_cap_usd,match_status
DUSK,2,"Binance, Bybit",2021-12-16T16:45:30+00:00,2021-12-17 00:45:30 SGT,1578.7,dusk-network,0.158118,6.458779763762,38406373.336857013404,79043206.282502606511,matched_exact_symbol_unique
AKE,2,"Binance, Bybit",2025-09-26T12:30:00+00:00,2025-09-26 20:30:00 SGT,198.9,akedo,0.00056235,6.346368319707,7000138.263978764415,12836977.291956737638,matched_exact_symbol_unique
YB,4,"Binance, Bitget, Bybit, OKX",2025-10-10T14:45:00+00:00,2025-10-10 22:45:00 SGT,184.8,yield-basis,0.116575,6.182025675158,19871114.200592432171,10245329.23782434687,matched_exact_symbol_unique
AAVE,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2392.1,aave,94.58,5.055638916999,306368603.712739646435,1434344687.688276529312,matched_exact_symbol_unique
ZAMA,4,"Binance, Bitget, Bybit, OKX",2026-01-09T09:00:00+00:00,2026-01-09 17:00:00 SGT,94,zama,0.02599703,4.966385031092,46002232.723362877965,57407180.461282454431,matched_exact_symbol_unique
HAEDAL,3,"Binance, Bitget, Bybit",2025-04-30T11:29:53+00:00,2025-04-30 19:29:53 SGT,347.9,haedal,0.02772281,4.728807840529,5050655.602039567195,5414093.052922534756,matched_exact_symbol_unique
MMT,4,"Binance, Bitget, Bybit, OKX",2025-10-27T09:22:23+00:00,2025-10-27 17:22:23 SGT,168,momentum-3,0.126509,4.656127582646,8404912.925109092146,25797533.847134619951,matched_exact_symbol_unique
JST,3,"Binance, Bitget, Bybit",2022-02-18T06:45:41+00:00,2022-02-18 14:45:41 SGT,1515.1,just,0.079707,4.598026748175,79257853.549086987972,702201611.525615811348,matched_exact_symbol_unique
DEXE,3,"Binance, Bitget, Bybit",2024-07-25T09:08:59+00:00,2024-07-25 17:08:59 SGT,627,dexe,10.14,4.503982221714,11091910.25312429294,473976102.395164728165,matched_exact_symbol_unique
KERNEL,3,"Binance, Bitget, Bybit",2025-04-14T12:00:00+00:00,2025-04-14 20:00:00 SGT,363.9,kernel-2,0.087666,4.471306545815,12244884.046034991741,25092839.036167327315,matched_exact_symbol_unique
BR,3,"Binance, Bitget, Bybit",2025-03-20T13:19:48+00:00,2025-03-20 21:19:48 SGT,388.8,bedrock-token,0.12321,4.329369479553,4071921.926663831342,30956447.681560877711,matched_exact_symbol_unique
EUL,3,"Binance, Bitget, Bybit",2025-10-13T14:30:00+00:00,2025-10-13 22:30:00 SGT,181.8,euler,1.035,3.367665331238,4199867.910972392187,24901173.90304832533,matched_exact_symbol_unique
SAPIEN,4,"Binance, Bitget, Bybit, OKX",2025-08-20T17:19:38+00:00,2025-08-21 01:19:38 SGT,235.7,sapien-2,0.074397,3.320111418668,4958788.506468496285,18600533.324890334159,matched_exact_symbol_unique
HUMA,4,"Binance, Bitget, Bybit, OKX",2025-05-26T13:00:00+00:00,2025-05-26 21:00:00 SGT,321.9,huma-finance,0.01704113,3.318196883899,27179421.111567508429,29546067.475174933672,matched_exact_symbol_unique
TUT,3,"Binance, Bitget, Bybit",2025-03-19T09:13:16+00:00,2025-03-19 17:13:16 SGT,390,tutorial,0.00949065,3.309766657184,5007623.057290414348,7936361.657135482877,matched_exact_symbol_unique
B3,3,"Binance, Bitget, Bybit",2025-02-12T10:16:21+00:00,2025-02-12 18:16:21 SGT,425,b3,0.00031503,3.131524075929,1700130.592538487865,28420425.059253599495,matched_exact_symbol_unique
GPS,4,"Binance, Bitget, Bybit, OKX",2025-02-17T17:00:00+00:00,2025-02-18 01:00:00 SGT,419.7,goplus-security,0.00844169,2.978664150175,2811803.748782170471,37245410.842835567892,matched_exact_symbol_unique
MANTA,4,"Binance, Bitget, Bybit, Hyperliquid",2024-01-18T11:02:58+00:00,2024-01-18 19:02:58 SGT,815.9,manta-network,0.06551,2.949235072734,8762327.975096834823,30495069.125662136823,matched_exact_symbol_unique
FIDA,3,"Binance, Bitget, Bybit",2024-09-19T12:30:00+00:00,2024-09-19 20:30:00 SGT,570.9,bonfida,0.01663586,2.780071789501,52340597.657479181886,16469047.323200194165,matched_exact_symbol_unique
AT,4,"Binance, Bitget, Bybit, OKX",2025-10-29T11:30:00+00:00,2025-10-29 19:30:00 SGT,165.9,apro,0.148713,2.740806287008,4081690.567296561785,34216940.51940484345,matched_exact_symbol_unique
ALLO,4,"Binance, Bitget, Bybit, OKX",2025-11-11T14:00:00+00:00,2025-11-11 22:00:00 SGT,152.8,allora,0.110257,2.639118838509,8444279.046148497611,24810358.967185303569,matched_exact_symbol_unique
VVV,5,"Binance, Bitget, Bybit, dYdX, Hyperliquid",2025-01-28T04:31:45+00:00,2025-01-28 12:31:45 SGT,440.2,venice-token,8.24,2.619749970477,14951205.956081874669,374530089.453455805779,matched_exact_symbol_unique
MLN,3,"Binance, Bitget, Bybit",2025-03-31T08:45:00+00:00,2025-03-31 16:45:00 SGT,378,melon,3.35,2.59931443301,3766893.718898958992,10967418.061593109742,matched_exact_symbol_unique
BANANAS31,3,"Binance, Bitget, Bybit",2025-03-22T09:15:00+00:00,2025-03-22 17:15:00 SGT,387,banana-for-scale-2,0.00993861,2.597323397705,21532694.059767775238,99381334.80416727066,matched_exact_symbol_unique
IMX,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2021-11-18T06:50:22+00:00,2021-11-18 14:50:22 SGT,1607.1,immutable-x,0.143595,2.512893231587,23416527.150210447609,120889027.741843014956,matched_exact_symbol_unique
CAKE,5,"Binance, Bitget, Bybit, dYdX, Hyperliquid",2023-11-02T12:45:00+00:00,2023-11-02 20:45:00 SGT,892.9,pancakeswap-token,1.5,2.507120823361,24681648.593210659921,493045067.304132401943,matched_exact_symbol_unique
SOSO,1,Bybit,2025-06-26T11:07:59+00:00,2025-06-26 19:07:59 SGT,290.9,sosovalue,0.415501,2.406350966088,4216297.50160256587,129632796.349719330668,matched_exact_symbol_unique
B2,3,"Binance, Bitget, Bybit",2025-05-06T13:30:00+00:00,2025-05-06 21:30:00 SGT,341.8,bsquared-network,0.65454,2.350324335032,5840274.531292873435,27242583.124449379742,matched_exact_symbol_unique
RLS,2,"Bybit, OKX",2025-12-02T09:54:12+00:00,2025-12-02 17:54:12 SGT,132,rayls,0.00238311,2.324726144295,1424168.944798401324,3383453.728845193516,matched_exact_symbol_unique
ALCH,3,"Binance, Bitget, Bybit",2025-01-07T07:32:11+00:00,2025-01-07 15:32:11 SGT,461.1,alchemist-ai,0.064258,2.213536865894,5158514.54849139601,54611794.331070773304,matched_exact_symbol_unique
IOST,4,"Binance, Bitget, Bybit, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2392.1,iostoken,0.00107711,2.144987533348,6861350.856489305384,35204166.958710223436,matched_exact_symbol_unique
MANTRA,2,"Binance, Bitget",2026-03-04T08:00:00+00:00,2026-03-04 16:00:00 SGT,40.1,mantra,0.01065587,2.100845457504,17912843.19939616695,51789684.726402334869,matched_exact_symbol_unique
APR,4,"Binance, Bitget, Bybit, OKX",2025-10-23T10:30:00+00:00,2025-10-23 18:30:00 SGT,172,apriori,0.174299,1.902116777573,4478777.370458453894,37645760.915851250291,matched_exact_symbol_unique
ILV,4,"Binance, Bitget, Bybit, Hyperliquid",2021-11-26T00:00:00+00:00,2021-11-26 08:00:00 SGT,1599.4,illuvium,4.32,1.830648589261,8451655.252161949873,35754431.418976835907,matched_exact_symbol_unique
XDC,1,Bybit,2025-02-10T09:24:47+00:00,2025-02-10 17:24:47 SGT,427,xdce-crowd-sale,0.0307696,1.761013731158,18233950.023414563388,613597457.880930542946,matched_exact_symbol_unique
1000000MOG,3,"Binance, Bitget, Bybit",2024-05-16T15:43:33+00:00,2024-05-16 23:43:33 SGT,696.7,og-fan-token,2.65,1.738079914288,7510684.436823737808,12297205.70801939629,matched_stripped_multiplier_unique
OG,3,"Binance, Bitget, Bybit",2023-08-28T08:19:57+00:00,2023-08-28 16:19:57 SGT,959,og-fan-token,2.65,1.738079914288,7510684.436823737808,12297205.70801939629,matched_exact_symbol_unique
HOT,2,"Binance, Bitget",2021-03-30T07:00:00+00:00,2021-03-30 15:00:00 SGT,1840.1,holotoken,0.00039665,1.589612662969,4930755.601819267496,70443978.811307072639,matched_exact_symbol_unique
PYR,1,Bybit,2024-10-07T08:19:21+00:00,2024-10-07 16:19:21 SGT,553,vulcan-forged,0.26471,1.195538848215,7247536.980462443084,12436372.934833055362,matched_exact_symbol_unique
XMR,5,"Binance, Bitget, Bybit, dYdX, Hyperliquid",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2392.1,monero,346.47,1.148793194138,99594247.723307579756,6393896962.327991485596,matched_exact_symbol_unique
XVS,3,"Binance, Bitget, Bybit",2023-04-12T00:00:00+00:00,2023-04-12 08:00:00 SGT,1097.4,venus,2.64,1.079287074467,3651550.945374676492,44330818.485245995224,matched_exact_symbol_unique
CKB,3,"Binance, Bitget, Bybit",2022-02-15T04:59:08+00:00,2022-02-15 12:59:08 SGT,1518.2,nervos-network,0.00147127,1.074789686048,8285787.530419972725,71445225.931682884693,matched_exact_symbol_unique
YGG,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2021-08-06T09:00:00+00:00,2021-08-06 17:00:00 SGT,1711,yield-guild-games,0.03760432,1.063200876855,6244811.439926688559,27473075.498087648302,matched_exact_symbol_unique
UB,3,"Binance, Bitget, Bybit",2025-09-12T09:16:09+00:00,2025-09-12 17:16:09 SGT,213,unibase,0.02392531,0.964026347842,9771706.9028212782,59803244.618032872677,matched_exact_symbol_unique
AZTEC,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2026-02-11T04:30:00+00:00,2026-02-11 12:30:00 SGT,61.2,aztec,0.02092733,0.840607232804,5810703.732989280485,61943197.694374255836,matched_exact_symbol_unique
AXL,4,"Binance, Bitget, Bybit, dYdX",2023-12-07T09:32:30+00:00,2023-12-07 17:32:30 SGT,858,axelar,0.04515122,0.816070803632,11497352.756800837815,51925385.803867615759,matched_exact_symbol_unique
ESPORTS,3,"Binance, Bitget, Bybit",2025-07-29T10:00:00+00:00,2025-07-29 18:00:00 SGT,258,yooldo-games,0.450341,0.79786513318,5472043.449080201797,68346850.316155403852,matched_exact_symbol_unique
AERGO,3,"Binance, Bitget, Bybit",2023-11-16T10:07:26+00:00,2023-11-16 18:07:26 SGT,879,aergo,0.054033,0.786742130667,2345282.866724458523,25526449.981335736811,matched_exact_symbol_unique
ELSA,3,"Binance, Bitget, Bybit",2026-01-22T07:22:15+00:00,2026-01-22 15:22:15 SGT,81.1,elsa,0.064544,0.752169311378,3669155.374434212688,14768096.826140796766,matched_exact_symbol_unique
POWR,3,"Binance, Bitget, Bybit",2023-10-24T07:01:22+00:00,2023-10-24 15:01:22 SGT,902.1,power-ledger,0.065341,0.661986838744,2458866.698596787173,34656230.040721341968,matched_exact_symbol_unique
HEI,2,"Binance, Bybit",2025-02-13T09:00:00+00:00,2025-02-13 17:00:00 SGT,424,heima,0.089979,0.658585635832,2264677.253302492667,7923901.929742627777,matched_exact_symbol_unique
UMA,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2020-09-04T10:12:51+00:00,2020-09-04 18:12:51 SGT,2047,uma,0.411803,0.656883272144,3830934.599450415466,37343781.900557674468,matched_exact_symbol_unique
SOMI,3,"Binance, Bitget, Bybit",2025-08-25T09:30:00+00:00,2025-08-25 17:30:00 SGT,231,somnia,0.160819,0.630548497804,4373507.475379182957,25756044.573919758201,matched_exact_symbol_unique
NMR,4,"Binance, Bitget, Bybit, OKX",2023-06-22T12:00:00+00:00,2023-06-22 20:00:00 SGT,1025.9,numeraire,8.61,0.613915904528,12530769.155830126256,59850185.905812256038,matched_exact_symbol_unique
2Z,7,"Binance, Bitget, Bybit, Drift, dYdX, Hyperliquid, OKX",2025-10-02T12:30:00+00:00,2025-10-02 20:30:00 SGT,192.9,doublezero,0.07749,0.61387697096,10331569.662223635241,268649581.312956213951,matched_exact_symbol_unique
MELANIA,4,"Binance, Bitget, Bybit, Hyperliquid",2025-01-20T05:13:39+00:00,2025-01-20 13:13:39 SGT,448.2,melania-meme,0.102355,0.503444970277,14243656.586762331426,97534832.290232032537,matched_exact_symbol_unique
SAGA,4,"Binance, Bitget, Bybit, Hyperliquid",2024-04-09T10:30:00+00:00,2024-04-09 18:30:00 SGT,734,saga-2,0.02781522,0.439665155509,3837783.892392295878,10551607.45769039169,matched_exact_symbol_unique
SNT,1,Bybit,2023-11-02T08:28:14+00:00,2023-11-02 16:28:14 SGT,893,status,0.0097252,0.433620880142,1416491.508326254785,38516532.770080015063,matched_exact_symbol_unique
STG,4,"Binance, Bitget, Bybit, Hyperliquid",2022-08-24T07:00:00+00:00,2022-08-24 15:00:00 SGT,1328.1,stargate-finance,0.231394,0.415185523851,19855943.469507161528,26966526.568134739995,matched_exact_symbol_unique
NFP,2,"Binance, Bybit",2023-12-27T10:30:25+00:00,2023-12-27 18:30:25 SGT,838,nfprompt-token,0.01329549,0.382917919346,1484079.978314975044,7117536.806502714753,matched_exact_symbol_unique
SIGN,4,"Binance, Bitget, Bybit, OKX",2025-04-28T11:00:00+00:00,2025-04-28 19:00:00 SGT,349.9,sign-global,0.03237315,0.347181215023,17266058.879539050162,52988712.921277463436,matched_exact_symbol_unique
RVN,4,"Binance, Bitget, Bybit, OKX",2021-02-23T07:00:00+00:00,2021-02-23 15:00:00 SGT,1875.1,ravencoin,0.00560683,0.325222102415,4971782.541442542337,90800941.495595782995,matched_exact_symbol_unique
ONG,3,"Binance, Bitget, Bybit",2023-11-27T13:00:00+00:00,2023-11-27 21:00:00 SGT,867.9,ong,0.090676,0.3068536564,11719953.393622197211,42421449.520059637725,matched_exact_symbol_unique
BREV,4,"Binance, Bitget, Bybit, OKX",2025-12-30T10:45:00+00:00,2025-12-30 18:45:00 SGT,103.9,brevis,0.118031,0.259288087555,9321026.985241724178,29472459.449179824442,matched_exact_symbol_unique
ZRO,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2024-06-20T12:25:00+00:00,2024-06-20 20:25:00 SGT,661.9,layerzero,1.94,0.243663638857,29898865.795079268515,488988637.553584575653,matched_exact_symbol_unique
WLD,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2023-07-24T07:48:40+00:00,2023-07-24 15:48:40 SGT,994.1,worldcoin-wld,0.291931,0.237806701704,117481192.460076257586,953282063.719448566437,matched_exact_symbol_unique
ASR,3,"Binance, Bitget, Bybit",2025-05-06T09:30:00+00:00,2025-05-06 17:30:00 SGT,342,as-roma-fan-token,1.25,0.191331647941,3411734.928099078126,10534434.723507970572,matched_exact_symbol_unique
COMP,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2392.1,compound-governance-token,20.18,0.159863978176,43680488.169122487307,195092163.68329051137,matched_exact_symbol_unique
ENA,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2024-04-02T09:42:46+00:00,2024-04-02 17:42:46 SGT,741,ethena,0.092008,0.15319648094,91613857.924902528524,805936566.44014954567,matched_exact_symbol_unique
CTK,3,"Binance, Bitget, Bybit",2021-12-02T11:34:07+00:00,2021-12-02 19:34:07 SGT,1592.9,certik,0.171206,0.149893863865,1837868.114188136999,27009875.883224520832,matched_exact_symbol_unique
VTHO,2,"Binance, Bitget",2025-01-22T09:30:00+00:00,2025-01-22 17:30:00 SGT,446,vethor-token,0.00055435,0.119678518575,1374052.129294701852,55024737.717963568866,matched_exact_symbol_unique
ALPINE,2,"Binance, Bybit",2025-05-06T09:45:00+00:00,2025-05-06 17:45:00 SGT,342,alpine-f1-team-fan-token,0.409022,0.103869335152,3207672.612656339072,4637200.094683134928,matched_exact_symbol_unique
SCRT,3,"Binance, Bitget, Bybit",2022-03-30T09:50:43+00:00,2022-03-30 17:50:43 SGT,1475,secret,0.091449,0.103556375638,1896776.792014063103,30843048.131779361516,matched_exact_symbol_unique
ETC,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2018-12-21T07:53:47+00:00,2018-12-21 15:53:47 SGT,2670.1,ethereum-classic,8.2,0.080302145037,36377292.951511442661,1280613701.986145496368,matched_exact_symbol_unique
WCT,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2025-04-15T11:00:00+00:00,2025-04-15 19:00:00 SGT,362.9,connect-token-wct,0.052958,0.055715085069,7154244.020934505388,9844511.193142127246,matched_exact_symbol_unique
RLUSD,1,Bybit,2025-09-26T14:05:35+00:00,2025-09-26 22:05:35 SGT,198.8,ripple-usd,1.001,0.047264806228,56402467.431823454797,1421350790.521229028702,matched_exact_symbol_unique
THETA,4,"Binance, Bitget, Bybit, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2392.1,theta-token,0.167971,0.047077281985,9951991.778715981171,167984486.018496185541,matched_exact_symbol_unique
ES,1,Bybit,2025-07-16T10:27:33+00:00,2025-07-16 18:27:33 SGT,271,eclipse-3,0.157619,0.034322531168,2283435.516210297123,23550524.682407010347,matched_exact_symbol_unique
BOME,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2024-03-15T08:52:25+00:00,2024-03-15 16:52:25 SGT,759,book-of-meme,0.00038219,0.009577391177,7997586.557673914358,26357986.563783824444,matched_exact_symbol_unique
XLM,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2392.1,stellar,0.151237,-0.032180643903,61438636.816971741617,5004704181.446691513062,matched_exact_symbol_unique
SFP,3,"Binance, Bitget, Bybit",2021-02-24T07:00:00+00:00,2021-02-24 15:00:00 SGT,1874.1,safepal,0.28882,-0.058766170503,1626967.135856779758,144409250.795527100563,matched_exact_symbol_unique
BARD,4,"Binance, Bitget, Bybit, OKX",2025-09-16T09:48:57+00:00,2025-09-16 17:48:57 SGT,209,lombard-protocol,0.331039,-0.069367819689,52111962.062359966338,99970637.536037743092,matched_exact_symbol_unique
SWARMS,2,"Binance, Bybit",2025-01-06T08:31:58+00:00,2025-01-06 16:31:58 SGT,462,swarms,0.01748592,-0.076800977474,4975012.355447229929,17491298.425718411803,matched_exact_symbol_unique
HOME,4,"Binance, Bitget, Bybit, OKX",2025-06-10T11:15:50+00:00,2025-06-10 19:15:50 SGT,306.9,home,0.0187165,-0.152418415221,2721801.396756719332,65916842.614296965301,matched_exact_symbol_unique
RECALL,4,"Binance, Bitget, Bybit, OKX",2025-10-15T12:21:09+00:00,2025-10-15 20:21:09 SGT,179.9,recall,0.0453587,-0.172549500588,9775702.494385330006,11218545.902661589906,matched_exact_symbol_unique
DOLO,3,"Binance, Bitget, Bybit",2025-05-01T03:00:00+00:00,2025-05-01 11:00:00 SGT,347.3,dolomite,0.03193544,-0.185894560703,3293307.726448577363,14808444.529333319515,matched_exact_symbol_unique
LQTY,4,"Binance, Bitget, Bybit, OKX",2023-03-08T07:00:00+00:00,2023-03-08 15:00:00 SGT,1132.1,liquity,0.275545,-0.193448985658,2273274.032769802026,27187339.8557202667,matched_exact_symbol_unique
NAORIS,3,"Binance, Bitget, Bybit",2025-07-31T12:14:10+00:00,2025-07-31 20:14:10 SGT,255.9,naoris,0.062809,-0.212037898609,2067974.719615444308,37641127.394124172628,matched_exact_symbol_unique
XAUT,4,"Binance, Bitget, Bybit, dYdX",2025-04-03T11:05:59+00:00,2025-04-03 19:05:59 SGT,374.9,tether-gold,4694.92,-0.233245421943,261042080.492018043995,2627639113.975729465485,matched_exact_symbol_unique
DOOD,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2025-05-09T13:20:33+00:00,2025-05-09 21:20:33 SGT,338.8,doodles,0.00293792,-0.241771736443,7900384.046667247079,22914960.642947990447,matched_exact_symbol_unique
API3,4,"Binance, Bitget, Bybit, OKX",2022-02-21T07:00:00+00:00,2022-02-21 15:00:00 SGT,1512.1,api3,0.275971,-0.292825470736,4490474.261856066063,39400684.231133326888,matched_exact_symbol_unique
JASMY,3,"Binance, Bitget, Bybit",2022-01-19T06:36:42+00:00,2022-01-19 14:36:42 SGT,1545.1,jasmycoin,0.00524063,-0.314520525568,7675479.87833798863,259023467.263607114553,matched_exact_symbol_unique
AR,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2021-09-28T07:00:00+00:00,2021-09-28 15:00:00 SGT,1658.1,arweave,1.68,-0.324283430307,13161126.19778528437,110258914.044996023178,matched_exact_symbol_unique
BAND,4,"Binance, Bitget, Bybit, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2392.1,band-protocol,0.204054,-0.329558950387,4342871.185326118954,35529543.67293857038,matched_exact_symbol_unique
CGPT,3,"Binance, Bitget, Bybit",2024-12-20T19:15:00+00:00,2024-12-21 03:15:00 SGT,478.6,chaingpt,0.01934083,-0.334207506364,3104693.145768356975,16956827.354078903794,matched_exact_symbol_unique
INJ,7,"Binance, Bitget, Bybit, Drift, dYdX, Hyperliquid, OKX",2022-08-16T07:00:00+00:00,2022-08-16 15:00:00 SGT,1336.1,injective-protocol,2.91,-0.347313774255,32476247.154992181808,290174711.93728530407,matched_exact_symbol_unique
1INCH,5,"Binance, Bitget, Bybit, dYdX, OKX",2020-12-25T02:30:00+00:00,2020-12-25 10:30:00 SGT,1935.3,1inch,0.091832,-0.352745561418,7673547.320054650307,128971090.835260644555,matched_exact_symbol_unique
ONDO,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2024-01-20T13:00:00+00:00,2024-01-20 21:00:00 SGT,813.9,ondo-finance,0.246254,-0.373571668036,61534033.239441171288,1198841606.08270072937,matched_exact_symbol_unique
PROVE,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2025-08-05T17:00:00+00:00,2025-08-06 01:00:00 SGT,250.7,succinct,0.219618,-0.42623255609,6473757.830387431197,42818096.703896827996,matched_exact_symbol_unique
