venue,symbol_raw,base_token,quote_asset,last_price,price_change_24h_pct,volume_24h_base,volume_24h_quote,turnover_24h_usd,open_interest,snapshot_time
binance,VELODROMEUSDT,VELODROME,USDT,0.0150100,-2.215,54767279,824452.3285400,824452.3285400,,2026-04-13T09:24:59+00:00
binance,VELVETUSDT,VELVET,USDT,0.0939900,19.870,142035415,12819293.3368100,12819293.3368100,,2026-04-13T09:25:47+00:00
binance,VETUSDT,VET,USDT,0.006763,-1.155,634975455,4296800.673620,4296800.673620,,2026-04-13T09:25:48+00:00
binance,VICUSDT,VIC,USDT,0.0462600,-1.554,13272512,613886.0443900,613886.0443900,,2026-04-13T09:25:41+00:00
binance,VINEUSDT,VINE,USDT,0.0161600,-2.826,49717241,820972.8343100,820972.8343100,,2026-04-13T09:25:38+00:00
binance,VIRTUALUSDT,VIRTUAL,USDT,0.6445000,-0.953,25999635.8,16835560.3863500,16835560.3863500,,2026-04-13T09:25:48+00:00
binance,VTHOUSDT,VTHO,USDT,0.0005543,0.344,1217215594,671388.9526333,671388.9526333,,2026-04-13T09:25:43+00:00
binance,VVVUSDT,VVV,USDT,8.225000,2.659,3132860.68,25127986.020280,25127986.020280,,2026-04-13T09:25:46+00:00
binance,WUSDT,W,USDT,0.0120400,-2.034,507831806.2,6169796.6168060,6169796.6168060,,2026-04-13T09:25:46+00:00
binance,WALUSDT,WAL,USDT,0.0685600,-3.219,32807512,2286474.5736700,2286474.5736700,,2026-04-13T09:25:39+00:00
binance,WAXPUSDT,WAXP,USDT,0.0063830,-1.008,100860324,646375.0402710,646375.0402710,,2026-04-13T09:25:33+00:00
binance,WCTUSDT,WCT,USDT,0.0529500,0.189,33909851,1779300.7746200,1779300.7746200,,2026-04-13T09:25:46+00:00
binance,WETUSDT,WET,USDT,0.1369300,52.398,213060321,24093766.4516700,24093766.4516700,,2026-04-13T09:25:50+00:00
binance,WIFUSDC,WIF,USDC,0.1881000,-0.634,5660747.4,1068593.9342700,1068593.9342700,,2026-04-13T09:25:06+00:00
binance,WIFUSDT,WIF,USDT,0.1882000,-0.634,97057362.6,18337228.1990000,18337228.1990000,,2026-04-13T09:25:48+00:00
binance,WLDUSDC,WLD,USDC,0.2916000,0.241,25947759.4,7567956.7811300,7567956.7811300,,2026-04-13T09:25:23+00:00
binance,WLDUSDT,WLD,USDT,0.2915000,0.172,287060424,83737802.2951000,83737802.2951000,,2026-04-13T09:25:47+00:00
binance,WLFIUSDC,WLFI,USDC,0.0790000,-0.504,22013343,1745117.1310000,1745117.1310000,,2026-04-13T09:24:01+00:00
binance,WLFIUSDT,WLFI,USDT,0.0792000,-0.627,493152497,39130485.4697000,39130485.4697000,,2026-04-13T09:25:48+00:00
binance,WOOUSDT,WOO,USDT,0.01683,-1.174,74502805,1264121.14803,1264121.14803,,2026-04-13T09:25:00+00:00
binance,XAGUSDT,XAG,USDT,74.3900,-1.834,7593811.045,564039890.6878,564039890.6878,,2026-04-13T09:25:46+00:00
binance,XAIUSDT,XAI,USDT,0.0091700,-1.292,272065285,2533670.1577200,2533670.1577200,,2026-04-13T09:23:21+00:00
binance,XANUSDT,XAN,USDT,0.0075600,-2.915,577235896,4358633.1629250,4358633.1629250,,2026-04-13T09:25:46+00:00
binance,XAUUSDT,XAU,USDT,4719.59,-0.502,157366.692,739898531.83,739898531.83,,2026-04-13T09:25:48+00:00
binance,XAUTUSDT,XAUT,USDT,4693.23,-0.202,14789.134,69178827.90,69178827.90,,2026-04-13T09:25:48+00:00
binance,XLMUSDT,XLM,USDT,0.15119,0.132,121854147,18381901.53435,18381901.53435,,2026-04-13T09:25:51+00:00
binance,XMRUSDT,XMR,USDT,346.44,1.177,66779.517,22772981.47,22772981.47,,2026-04-13T09:25:37+00:00
binance,XNYUSDT,XNY,USDT,0.0046860,46.027,6145408010,27690270.2351330,27690270.2351330,,2026-04-13T09:25:47+00:00
binance,XPDUSDT,XPD,USDT,1532.0400,0.078,2647.808,4020622.2954,4020622.2954,,2026-04-13T09:25:01+00:00
binance,XPINUSDT,XPIN,USDT,0.0012130,-5.160,1059309446,1318782.5076700,1318782.5076700,,2026-04-13T09:25:50+00:00
binance,XPLUSDT,XPL,USDT,0.1247000,-3.033,234786785,29478514.7469000,29478514.7469000,,2026-04-13T09:25:48+00:00
binance,XPTUSDT,XPT,USDT,2044.9900,-0.488,4091.157,8320583.2932,8320583.2932,,2026-04-13T09:25:43+00:00
binance,XRPUSDC,XRP,USDC,1.3256,-0.368,57069717.4,75812170.1239,75812170.1239,,2026-04-13T09:25:30+00:00
binance,XRPUSDT,XRP,USDT,1.3255,-0.331,334197907.0,443826005.5216,443826005.5216,,2026-04-13T09:25:49+00:00
binance,XTZUSDT,XTZ,USDT,0.343,-0.580,10907167.2,3744638.486,3744638.486,,2026-04-13T09:25:35+00:00
binance,XVGUSDT,XVG,USDT,0.0046520,-3.983,1028736628,4829824.2398200,4829824.2398200,,2026-04-13T09:25:10+00:00
binance,XVSUSDT,XVS,USDT,2.645000,1.302,257492.8,675585.684300,675585.684300,,2026-04-13T09:25:21+00:00
binance,YBUSDT,YB,USDT,0.1169000,6.369,63125004,7176940.5197000,7176940.5197000,,2026-04-13T09:25:47+00:00
binance,YFIUSDT,YFI,USDT,2506.0,-1.105,582.236,1463837.2,1463837.2,,2026-04-13T09:25:30+00:00
binance,YGGUSDT,YGG,USDT,0.0375700,1.022,82319732,3120574.4784400,3120574.4784400,,2026-04-13T09:25:32+00:00
binance,ZAMAUSDT,ZAMA,USDT,0.0259400,4.850,202316937,5129437.7092200,5129437.7092200,,2026-04-13T09:25:46+00:00
binance,ZBTUSDT,ZBT,USDT,0.0951800,-9.696,44687951,4480599.9855600,4480599.9855600,,2026-04-13T09:25:47+00:00
binance,ZECUSDC,ZEC,USDC,360.00,-2.224,137242.676,50177968.24,50177968.24,,2026-04-13T09:25:41+00:00
binance,ZECUSDT,ZEC,USDT,360.02,-2.246,1828563.749,668322481.33,668322481.33,,2026-04-13T09:25:50+00:00
binance,ZENUSDT,ZEN,USDT,5.803,-1.511,2189327.8,12669079.462,12669079.462,,2026-04-13T09:25:41+00:00
binance,ZEREBROUSDT,ZEREBRO,USDT,0.0090830,-3.588,235386021,2126606.1936100,2126606.1936100,,2026-04-13T09:25:45+00:00
binance,ZETAUSDT,ZETA,USDT,0.049200,-1.698,21467197,1065901.499480,1065901.499480,,2026-04-13T09:25:06+00:00
binance,ZILUSDT,ZIL,USDT,0.00381,-1.039,527322384,2018699.53666,2018699.53666,,2026-04-13T09:25:18+00:00
binance,ZKUSDT,ZK,USDT,0.0152000,-2.813,368598271,5655280.2430400,5655280.2430400,,2026-04-13T09:25:39+00:00
binance,ZKCUSDT,ZKC,USDT,0.0691800,-0.216,13515989,928319.1426400,928319.1426400,,2026-04-13T09:25:35+00:00
binance,ZKJUSDT,ZKJ,USDT,0.019240,-0.722,39394760.6,756760.507467,756760.507467,,2026-04-13T09:25:40+00:00
binance,ZKPUSDT,ZKP,USDT,0.0697500,-0.556,23927697,1669718.2748400,1669718.2748400,,2026-04-13T09:25:23+00:00
binance,ZORAUSDT,ZORA,USDT,0.0136300,-2.434,85605687,1179265.4480200,1179265.4480200,,2026-04-13T09:25:24+00:00
binance,ZROUSDT,ZRO,USDT,1.9360000,0.352,6176129.2,11863950.8262900,11863950.8262900,,2026-04-13T09:25:41+00:00
binance,ZRXUSDT,ZRX,USDT,0.1022,-0.584,8830810.6,901300.3084,901300.3084,,2026-04-13T09:25:13+00:00
binance,币安人生USDT,币安人生,USDT,0.1965400,39.232,2118522215,373291339.1622500,373291339.1622500,,2026-04-13T09:25:49+00:00
binance,我踏马来了USDT,我踏马来了,USDT,0.0098340,19.635,2051896839,19308512.0911620,19308512.0911620,,2026-04-13T09:25:47+00:00
binance,龙虾USDT,龙虾,USDT,0.0082780,22.094,1499218789,11986816.9063900,11986816.9063900,,2026-04-13T09:25:40+00:00
bitget,0GUSDT,0G,USDT,0.5935,9.34,15465362,9584339.0187,9584339.0187,2610005,2026-04-13T09:25:58+00:00
bitget,1000000MOGUSDT,1000000MOG,USDT,0.1289,-1.453,821885,106269.3694,106269.3694,1696236,2026-04-13T09:25:58+00:00
bitget,1000BONKUSDT,1000BONK,USDT,0.005616,-1.801,552368783,3135977.339995,3135977.339995,464956960,2026-04-13T09:25:58+00:00
bitget,1000CATUSDT,1000CAT,USDT,0.001691,5.556,116088874,188444.532149,188444.532149,68061690,2026-04-13T09:25:58+00:00
bitget,1000RATSUSDT,1000RATS,USDT,0.03665,-3.502,3294512,122214.83136,122214.83136,22285803,2026-04-13T09:25:58+00:00
bitget,1000SATSUSDT,1000SATS,USDT,0.00001061,-2.122,27228835116,290343.98294101,290343.98294101,57264999178,2026-04-13T09:25:58+00:00
bitget,1000XECUSDT,1000XEC,USDT,0.00676,-0.734,3067374,20844.516,20844.516,13226150,2026-04-13T09:25:58+00:00
bitget,1INCHUSDT,1INCH,USDT,0.0918,-0.109,1012207.2,92504.76051,92504.76051,3090858.7,2026-04-13T09:25:58+00:00
bitget,1MBABYDOGEUSDT,1MBABYDOGE,USDT,0.0003899,2.39,1054853715,403282.3397536,403282.3397536,2486114043,2026-04-13T09:25:58+00:00
bitget,1MCHEEMSUSDT,1MCHEEMS,USDT,0.4585,6.876,53498,23400.5581,23400.5581,106781,2026-04-13T09:25:58+00:00
bitget,2ZUSDT,2Z,USDT,0.07752,0.938,12807867,980523.86533,980523.86533,4293340,2026-04-13T09:25:58+00:00
bitget,4USDT,4,USDT,0.01331,-10.007,152252195,2147071.68579,2147071.68579,232649487,2026-04-13T09:25:58+00:00
bitget,AUSDT,A,USDT,0.07679,-0.98,2239766,172641.41785,172641.41785,6367616,2026-04-13T09:25:58+00:00
bitget,AAPLUSDT,AAPL,USDT,259.02,-0.385,56758.38,14702997.5188,14702997.5188,12114.89,2026-04-13T09:25:58+00:00
bitget,AAVEUSDT,AAVE,USDT,94.54,5.173,127442.5,11969364.587,11969364.587,142004.5,2026-04-13T09:25:58+00:00
bitget,ACEUSDT,ACE,USDT,0.1105,-3.325,1370437.27,152484.584685,152484.584685,3444398.82,2026-04-13T09:25:58+00:00
bitget,ACHUSDT,ACH,USDT,0.006183,7.568,158852326,968509.943759,968509.943759,62292285,2026-04-13T09:25:58+00:00
bitget,ACNUSDT,ACN,USDT,179.28,0.218,15.4,2757.0777,2757.0777,402.83,2026-04-13T09:25:58+00:00
bitget,ACTUSDT,ACT,USDT,0.01316,9.302,18801018,231943.9098,231943.9098,35607439,2026-04-13T09:25:58+00:00
bitget,ACUUSDT,ACU,USDT,0.09523,17.655,6185678,568239.70186,568239.70186,3400792,2026-04-13T09:25:58+00:00
bitget,ACXUSDT,ACX,USDT,0.04276,-1.565,2569420,110854.89371,110854.89371,10889501,2026-04-13T09:25:58+00:00
bitget,ADAUSDT,ADA,USDT,0.2387,-0.542,78855521,18796576.5986,18796576.5986,133038017,2026-04-13T09:25:58+00:00
bitget,AERGOUSDT,AERGO,USDT,0.05365,0.506,307708,16441.22712,16441.22712,13257416,2026-04-13T09:25:58+00:00
bitget,AEROUSDT,AERO,USDT,0.3546,-3.876,1629405,585795.9524,585795.9524,4976021,2026-04-13T09:25:58+00:00
bitget,AEVOUSDT,AEVO,USDT,0.02261,-0.92,5312851,120588.231529,120588.231529,12978303.6,2026-04-13T09:25:58+00:00
bitget,AGLDUSDT,AGLD,USDT,0.237,-4.512,1006339.7,243363.10599,243363.10599,3407872.6,2026-04-13T09:25:58+00:00
bitget,AIUSDT,AI,USDT,0.01942,0.778,6639835,127748.34903,127748.34903,8900383,2026-04-13T09:25:58+00:00
bitget,AINUSDT,AIN,USDT,0.07867,-25.874,146064932,14752145.637,14752145.637,42127439,2026-04-13T09:25:58+00:00
bitget,AIOUSDT,AIO,USDT,0.11834,29.234,88358535,9978397.44155,9978397.44155,22982973,2026-04-13T09:25:58+00:00
bitget,AIXBTUSDT,AIXBT,USDT,0.02318,-1.362,16838833,393528.69276,393528.69276,45704783,2026-04-13T09:25:58+00:00
bitget,AKTUSDT,AKT,USDT,0.4327,-3.437,418661.1,184268.84268,184268.84268,1921349.9,2026-04-13T09:25:58+00:00
bitget,ALCHUSDT,ALCH,USDT,0.06439,2.141,2671454,168654.77834,168654.77834,23737695,2026-04-13T09:25:58+00:00
bitget,ALGOUSDT,ALGO,USDT,0.1009,-3.813,14282817.7,1467046.93791,1467046.93791,36936034,2026-04-13T09:25:58+00:00
bitget,ALICEUSDT,ALICE,USDT,0.1088,-2.07,3475529.9,378727.93306,378727.93306,4311886.8,2026-04-13T09:25:58+00:00
bitget,ALLOUSDT,ALLO,USDT,0.1102,3.28,1400885,151470.6361,151470.6361,2717206,2026-04-13T09:25:58+00:00
bitget,ALTUSDT,ALT,USDT,0.006639,-1.746,14669750,97431.217333,97431.217333,102786561,2026-04-13T09:25:58+00:00
bitget,AMZNUSDT,AMZN,USDT,235.47,-0.796,13161.43,3104667.1339,3104667.1339,10440.92,2026-04-13T09:25:58+00:00
bitget,ANIMEUSDT,ANIME,USDT,0.004491,-0.355,70679036,317396.262487,317396.262487,141940626,2026-04-13T09:25:58+00:00
bitget,ANKRUSDT,ANKR,USDT,0.005081,-3.016,136263928,699746.710725,699746.710725,207732452,2026-04-13T09:25:58+00:00
bitget,APEUSDT,APE,USDT,0.0853,-1.044,1998069.8,170178.83653,170178.83653,26039676.4,2026-04-13T09:25:58+00:00
bitget,API3USDT,API3,USDT,0.2758,-0.181,163284.6,45155.84212,45155.84212,1108611.7,2026-04-13T09:25:58+00:00
bitget,APPUSDT,APP,USDT,386.48,-1.539,132.7,51656.7818,51656.7818,368.14,2026-04-13T09:25:58+00:00
bitget,APRUSDT,APR,USDT,0.1746,1.73,3771661,657578.20701,657578.20701,14132421,2026-04-13T09:25:58+00:00
bitget,APTUSDT,APT,USDT,0.8182,-0.462,4839286.49,3954918.6393102,3954918.6393102,11414946.533,2026-04-13T09:25:58+00:00
bitget,ARUSDT,AR,USDT,1.68,-0.238,198293.7,330741.4043,330741.4043,748631.2,2026-04-13T09:25:58+00:00
bitget,ARBUSDT,ARB,USDT,0.1106,0.363,27961059.78,3116500.785201,3116500.785201,75012483.62,2026-04-13T09:25:58+00:00
bitget,ARCUSDT,ARC,USDT,0.07249,-8.909,13624659,1026416.80127,1026416.80127,41501374,2026-04-13T09:25:58+00:00
bitget,ARIAUSDT,ARIA,USDT,0.78039,-13.05,58188690,50629567.33041,50629567.33041,16464025,2026-04-13T09:25:58+00:00
bitget,ARKUSDT,ARK,USDT,0.1628,-0.853,236325,38756.4523,38756.4523,885716,2026-04-13T09:25:58+00:00
bitget,ARKMUSDT,ARKM,USDT,0.0961,-2.337,7023749,681774.9101,681774.9101,14427467,2026-04-13T09:25:58+00:00
bitget,ARMUSDT,ARM,USDT,147.26,-0.406,2290.77,334342.6495,334342.6495,1641.17,2026-04-13T09:25:58+00:00
bitget,ARPAUSDT,ARPA,USDT,0.00922,-0.324,13822685,127571.89197,127571.89197,99908498,2026-04-13T09:25:58+00:00
bitget,ASMLUSDT,ASML,USDT,1465.21,-0.416,113.73,166406.1982,166406.1982,159.9,2026-04-13T09:25:58+00:00
bitget,ASRUSDT,ASR,USDT,1.247,-0.08,44162,54495.778,54495.778,91895,2026-04-13T09:25:58+00:00
bitget,ASTERUSDT,ASTER,USDT,0.6587,-0.798,2900129,1916664.0711,1916664.0711,28425771,2026-04-13T09:25:58+00:00
bitget,ASTRUSDT,ASTR,USDT,0.00745,-0.534,6442520,47732.93283,47732.93283,65759112,2026-04-13T09:25:58+00:00
bitget,ATUSDT,AT,USDT,0.1488,2.692,1628544,239248.6068,239248.6068,4726058,2026-04-13T09:25:58+00:00
bitget,ATAUSDT,ATA,USDT,0.00873,-0.229,3082390,26839.87378,26839.87378,9399174,2026-04-13T09:25:58+00:00
bitget,ATHUSDT,ATH,USDT,0.006122,6.009,130273540,760983.8583,760983.8583,227704512,2026-04-13T09:25:58+00:00
bitget,ATOMUSDT,ATOM,USDT,1.7127,-1.461,486025,839315.3493,839315.3493,2497102,2026-04-13T09:25:58+00:00
bitget,AUCTIONUSDT,AUCTION,USDT,4.694,0.256,11567.3,54111.23396,54111.23396,74593.03,2026-04-13T09:25:58+00:00
bitget,AVAUSDT,AVA,USDT,0.2075,3.234,121144,24703.9782,24703.9782,886768,2026-04-13T09:25:58+00:00
bitget,AVAXUSDT,AVAX,USDT,9.055,0.266,694366.8,6286028.0299,6286028.0299,1928870.5,2026-04-13T09:25:58+00:00
bitget,AVGOUSDT,AVGO,USDT,368.75,0.269,2075.48,756959.3796,756959.3796,1883.18,2026-04-13T09:25:58+00:00
bitget,AVNTUSDT,AVNT,USDT,0.13098,-4.233,4765608,631947.6614,631947.6614,8491538,2026-04-13T09:25:58+00:00
bitget,AWEUSDT,AWE,USDT,0.050701,-0.986,7363209,376163.244116,376163.244116,5592922,2026-04-13T09:25:58+00:00
bitget,AXLUSDT,AXL,USDT,0.04511,1.212,3714545,165435.89569,165435.89569,12461153,2026-04-13T09:25:58+00:00
bitget,AXSUSDT,AXS,USDT,1.065,-2.917,416246.6,448639.5662,448639.5662,3475072.7,2026-04-13T09:25:58+00:00
bitget,AZTECUSDT,AZTEC,USDT,0.0209,0.771,8603166,175721.86868,175721.86868,28295857,2026-04-13T09:25:58+00:00
bitget,BUSDT,B,USDT,0.171,3.574,906458,149087.9742,149087.9742,10494419,2026-04-13T09:25:58+00:00
bitget,B2USDT,B2,USDT,0.6533,2.19,461393,295645.0068,295645.0068,1641349,2026-04-13T09:25:58+00:00
bitget,B3USDT,B3,USDT,0.0003154,3.038,426722100,131028.71966,131028.71966,610162334,2026-04-13T09:25:58+00:00
bitget,BABAUSDT,BABA,USDT,126.08,-0.982,2453.7,309611.7833,309611.7833,7940.56,2026-04-13T09:25:58+00:00
bitget,BABYUSDT,BABY,USDT,0.01413,-0.633,33303623,475251.4783,475251.4783,51724901,2026-04-13T09:25:58+00:00
bitget,BANUSDT,BAN,USDT,0.08098,25.784,73293792,5967615.51933,5967615.51933,27618244,2026-04-13T09:25:58+00:00
bitget,BANANAUSDT,BANANA,USDT,3.438,0.703,7943.93,26955.7208,26955.7208,146230.44,2026-04-13T09:25:58+00:00
bitget,BANANAS31USDT,BANANAS31,USDT,0.009938,2.528,73055000,736361.47,736361.47,290336078,2026-04-13T09:25:58+00:00
bitget,BANDUSDT,BAND,USDT,0.2031,-1.12,187440.5,38156.35377,38156.35377,3051492.3,2026-04-13T09:25:58+00:00
bitget,BANKUSDT,BANK,USDT,0.0372,-0.188,43182374,1613132.49176,1613132.49176,20987656,2026-04-13T09:25:58+00:00
bitget,BARDUSDT,BARD,USDT,0.3296,-0.121,1619952,532272.9812,532272.9812,8304721,2026-04-13T09:25:58+00:00
bitget,BASUSDT,BAS,USDT,0.006958,-11.193,87128515,624658.593978,624658.593978,101901851,2026-04-13T09:25:58+00:00
bitget,BASEDUSDT,BASED,USDT,0.0643,14.617,73004328,4514866.9427,4514866.9427,22117515,2026-04-13T09:25:58+00:00
bitget,BATUSDT,BAT,USDT,0.0944,-1.667,680530.3,64745.84841,64745.84841,4794357.1,2026-04-13T09:25:58+00:00
bitget,BBUSDT,BB,USDT,0.02573,4.381,21518447,528665.78495,528665.78495,17985843,2026-04-13T09:25:58+00:00
bitget,BCHUSDT,BCH,USDT,424.57,-0.155,11619.4,4913902.0798,4913902.0798,39117.85,2026-04-13T09:25:58+00:00
bitget,BEAMUSDT,BEAM,USDT,0.001832,2.004,68148581,123861.044238,123861.044238,80814954,2026-04-13T09:25:58+00:00
bitget,BEATUSDT,BEAT,USDT,0.38123,23.768,31137289,11322070.17879,11322070.17879,9464684,2026-04-13T09:25:58+00:00
bitget,BELUSDT,BEL,USDT,0.0995,-1.485,1366251,135820.8248,135820.8248,4399212,2026-04-13T09:25:58+00:00
bitget,BERAUSDT,BERA,USDT,0.4015,-1.254,1127563.9,453346.87214,453346.87214,6011794.9,2026-04-13T09:25:58+00:00
bitget,BGBUSDT,BGB,USDT,1.8809,-0.775,587479,1115451.2772,1115451.2772,10545815,2026-04-13T09:25:58+00:00
bitget,BICOUSDT,BICO,USDT,0.02122,-2.437,5344567,114628.43042,114628.43042,10913868,2026-04-13T09:25:58+00:00
bitget,BIGTIMEUSDT,BIGTIME,USDT,0.01222,-0.489,4152361,50677.84113,50677.84113,25310930,2026-04-13T09:25:58+00:00
bitget,BIOUSDT,BIO,USDT,0.01756,1.036,26286441,462955.20382,462955.20382,78154584,2026-04-13T09:25:58+00:00
bitget,BIRBUSDT,BIRB,USDT,0.12886,0.288,2240041,284890.77244,284890.77244,1619545,2026-04-13T09:25:58+00:00
bitget,BLESSUSDT,BLESS,USDT,0.011825,41.261,568061063,5407992.087806,5407992.087806,224549686,2026-04-13T09:25:58+00:00
bitget,BLURUSDT,BLUR,USDT,0.0211,-6.843,133057418.6,3001809.055654,3001809.055654,46764941.1,2026-04-13T09:25:58+00:00
bitget,BMTUSDT,BMT,USDT,0.01445,0.837,3040738,43708.93445,43708.93445,15648047,2026-04-13T09:25:58+00:00
bitget,BNBUSDT,BNB,USDT,596.57,0.451,18212.42,10791676.2396,10791676.2396,108466.25,2026-04-13T09:25:58+00:00
bitget,BNTUSDT,BNT,USDT,0.2927,-0.408,216438,63176.1597,63176.1597,1404793,2026-04-13T09:25:58+00:00
bitget,BOBUSDT,BOB,USDT,0.007617,9.913,72776007,540670.788138,540670.788138,97213246,2026-04-13T09:25:58+00:00
bitget,BOMEUSDT,BOME,USDT,0.0003821,0.236,361559628,136771.546806,136771.546806,1890351513,2026-04-13T09:25:58+00:00
bitget,BRUSDT,BR,USDT,0.1229,3.591,6182009,754004.20419,754004.20419,5563629,2026-04-13T09:25:58+00:00
bitget,BRETTUSDT,BRETT,USDT,0.006659,2.367,216871770,1451631.41493,1451631.41493,223392990,2026-04-13T09:25:58+00:00
bitget,BREVUSDT,BREV,USDT,0.1177,0.256,1023174,119651.9729,119651.9729,3447881,2026-04-13T09:25:58+00:00
bitget,BROCCOLIUSDT,BROCCOLI,USDT,0.01377,12.225,39101540,506101.4102,506101.4102,63043717,2026-04-13T09:25:58+00:00
bitget,BSBUSDT,BSB,USDT,0.22271,5.615,14217514,3070597.57545,3070597.57545,3572728,2026-04-13T09:25:58+00:00
bitget,BSVUSDT,BSV,USDT,15.02,-1.83,14250,215865.4898,215865.4898,87916.14,2026-04-13T09:25:58+00:00
bitget,BTCUSDT,BTC,USDT,70725.1,-1.196,31517.956,2237385980.41293,2237385980.41293,29665.5382,2026-04-13T09:25:58+00:00
bitget,BZUSDT,BZ,USDT,98.29,4.298,493005.98,48302094.8517,48302094.8517,132431.21,2026-04-13T09:25:58+00:00
bitget,CUSDT,C,USDT,0.06536,-4.584,22451650,1499432.04402,1499432.04402,9402461,2026-04-13T09:25:58+00:00
bitget,C98USDT,C98,USDT,0.01931,-6.262,21495911.3,428153.305864,428153.305864,27760683.3,2026-04-13T09:25:58+00:00
bitget,CAKEUSDT,CAKE,USDT,1.4969,2.45,225630.8,333524.11952,333524.11952,1048419.2,2026-04-13T09:25:58+00:00
bitget,CARVUSDT,CARV,USDT,0.05097,-5.401,2830353,146770.51495,146770.51495,5173176,2026-04-13T09:25:58+00:00
bitget,CATIUSDT,CATI,USDT,0.04955,-5.727,53795274,3063121.97416,3063121.97416,8058987,2026-04-13T09:25:58+00:00
bitget,CELOUSDT,CELO,USDT,0.0779,-2.258,754055.8,59473.90392,59473.90392,12425765.4,2026-04-13T09:25:58+00:00
bitget,CELRUSDT,CELR,USDT,0.002347,-3.851,54134492,129240.530839,129240.530839,30530410,2026-04-13T09:25:58+00:00
bitget,CETUSUSDT,CETUS,USDT,0.01923,-1.334,4258453,81886.54638,81886.54638,11729900,2026-04-13T09:25:58+00:00
bitget,CFGUSDT,CFG,USDT,0.19259,-7.006,9964162,1928661.3811,1928661.3811,6851326,2026-04-13T09:25:58+00:00
bitget,CFXUSDT,CFX,USDT,0.05211,-0.134,44556845,2314419.83731,2314419.83731,30135821,2026-04-13T09:25:58+00:00
bitget,CGPTUSDT,CGPT,USDT,0.01933,-0.309,5628531,107900.72039,107900.72039,7887477,2026-04-13T09:25:58+00:00
bitget,CHILLGUYUSDT,CHILLGUY,USDT,0.01287,-1.379,39536616,514144.78975,514144.78975,44952779,2026-04-13T09:25:58+00:00
bitget,CHRUSDT,CHR,USDT,0.01702,-2.965,20984385.2,363035.009661,363035.009661,7946089.8,2026-04-13T09:25:58+00:00
bitget,CHZUSDT,CHZ,USDT,0.0359,-4.901,50494216,1837785.68843,1837785.68843,168209985,2026-04-13T09:25:58+00:00
bitget,CKBUSDT,CKB,USDT,0.00147,1.379,238675873,355541.284183,355541.284183,278537557,2026-04-13T09:25:58+00:00
bitget,CLUSDT,CL,USDT,98.912,4.766,2267570.51,220839422.48856,220839422.48856,294972.72,2026-04-13T09:25:58+00:00
bitget,CLANKERUSDT,CLANKER,USDT,26.28,1.506,4271.05,110215.0307,110215.0307,11621.14,2026-04-13T09:25:58+00:00
bitget,CLOUSDT,CLO,USDT,0.0865,1.051,5640556,481030.1109,481030.1109,6289655,2026-04-13T09:25:58+00:00
bitget,COAIUSDT,COAI,USDT,0.2908,-4.593,3720322,1134356.744,1134356.744,5477135,2026-04-13T09:25:58+00:00
bitget,COINUSDT,COIN,USDT,163.66,-1.534,21683.98,3559702.9142,3559702.9142,11983.95,2026-04-13T09:25:58+00:00
bitget,COMPUSDT,COMP,USDT,20.12,0.149,60266.71,1238520.2692,1238520.2692,76910.41,2026-04-13T09:25:58+00:00
bitget,COOKIEUSDT,COOKIE,USDT,0.01548,-2.457,6963963,109378.41008,109378.41008,13314374,2026-04-13T09:25:58+00:00
bitget,COPUSDT,COP,USDT,126.21,2.685,1484.84,185806.2085,185806.2085,1240.01,2026-04-13T09:25:58+00:00
bitget,COPPERUSDT,COPPER,USDT,5.903,0.374,132016.4,773215.157,773215.157,205693.7,2026-04-13T09:25:58+00:00
bitget,COSTUSDT,COST,USDT,995.19,-0.465,60.7,60652.7725,60652.7725,175.32,2026-04-13T09:25:58+00:00
bitget,COTIUSDT,COTI,USDT,0.01323,-3.219,8437075,113385.20163,113385.20163,20048954,2026-04-13T09:25:58+00:00
bitget,COWUSDT,COW,USDT,0.211,-1.952,549426,116666.3876,116666.3876,1576246,2026-04-13T09:25:58+00:00
bitget,CRCLUSDT,CRCL,USDT,86.35,-0.975,61252.53,5270239.4855,5270239.4855,77133.57,2026-04-13T09:25:58+00:00
bitget,CROUSDT,CRO,USDT,0.06821,-0.321,4413506,300716.73318,300716.73318,24381367,2026-04-13T09:25:58+00:00
bitget,CROSSUSDT,CROSS,USDT,0.06645,-10.081,18464497,1308387.33011,1308387.33011,17873927,2026-04-13T09:25:58+00:00
bitget,CRVUSDT,CRV,USDT,0.2091,-1.461,23735455,4994726.6962,4994726.6962,25394149,2026-04-13T09:25:58+00:00
bitget,CSCOUSDT,CSCO,USDT,81.76,-0.293,877.97,71827.5354,71827.5354,440.24,2026-04-13T09:25:58+00:00
bitget,CTKUSDT,CTK,USDT,0.1711,0.234,108744,18718.7917,18718.7917,2464047,2026-04-13T09:25:58+00:00
bitget,CTSIUSDT,CTSI,USDT,0.03135,-10.017,44033050,1462562.20606,1462562.20606,19009684,2026-04-13T09:25:58+00:00
bitget,CVCUSDT,CVC,USDT,0.02931,-1.313,1064694,31439.49202,31439.49202,4874062,2026-04-13T09:25:58+00:00
bitget,CVXUSDT,CVX,USDT,1.709,-2.343,42878.12,74068.10722,74068.10722,328055.95,2026-04-13T09:25:58+00:00
bitget,CYBERUSDT,CYBER,USDT,0.4929,-0.725,185835.8,91764.9568,91764.9568,763570.5,2026-04-13T09:25:58+00:00
